代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
839725,惠丰钻石,40.05,29.99,9.24,0.00,30.13,2.64,27.75,4.64亿,4207.78万,16.85亿,392.40
688130,晶华微,32.62,20.02,5.44,0.06,40.24,6.89,16.41,3.83亿,2997.44万,9.78亿,亏损
301071,力量钻石,36.05,20.01,6.01,0.00,10.39,5.86,17.04,9.29亿,2.60亿,93.56亿,39.78
300179,四方达,12.97,19.10,2.08,0.00,21.50,3.95,18.73,9.77亿,3.76亿,48.77亿,50.30
300641,正丹股份,25.77,15.51,3.46,0.00,12.08,6.88,20.21,15.87亿,5.32亿,137.20亿,12.48
300630,普利制药,8.04,14.69,1.03,0.00,19.72,1.67,22.97,5.01亿,3.38亿,27.20亿,亏损
300689,澄天伟业,28.60,11.76,3.01,0.00,6.24,4.40,19.97,1.75亿,1.01亿,28.94亿,6039.14
301187,欧圣电气,34.64,11.17,3.48,-0.03,16.74,2.74,14.73,2.74亿,4787.42万,16.58亿,25.70
872190,雷神科技,24.43,10.74,2.37,0.00,17.02,3.67,15.59,4.20亿,9867.51万,24.11亿,100.88
838670,恒进感应,20.36,10.65,1.96,0.00,17.68,1.31,18.42,2.25亿,6600.29万,13.44亿,213.54
300499,高澜股份,21.88,10.34,2.05,-0.09,35.03,1.58,11.80,20.47亿,2.71亿,59.38亿,亏损
300798,锦鸡股份,7.43,10.24,0.69,-0.27,16.04,2.94,19.14,4.33亿,3.72亿,27.67亿,295.99
002429,兆驰股份,5.79,10.08,0.53,0.00,2.65,2.35,3.99,6.89亿,45.24亿,261.96亿,14.32
002038,双鹭药业,7.98,10.07,0.73,0.00,10.30,6.71,8.97,6.88亿,8.52亿,67.95亿,亏损
605001,威奥股份,7.88,10.06,0.72,0.00,6.95,0.57,10.06,2.11亿,3.93亿,30.96亿,202.52
301059,金三江,12.59,10.05,1.15,-0.47,8.09,1.91,14.25,2.02亿,2.07亿,26.03亿,57.94
002617,露笑科技,9.42,10.05,0.86,0.00,33.17,2.54,4.56,58.60亿,18.91亿,178.17亿,58.05
603421,鼎信通讯,9.53,10.05,0.87,0.00,8.48,1.82,6.70,5.22亿,6.52亿,62.15亿,亏损
603759,海天股份,8.44,10.04,0.77,0.00,5.63,5.03,11.60,2.14亿,4.62亿,38.97亿,20.22
002918,蒙娜丽莎,11.19,10.03,1.02,0.00,11.29,0.64,13.57,2.67亿,2.19亿,24.56亿,24.80
002364,中恒电气,8.89,10.03,0.81,0.00,3.80,0.62,9.16,1.87亿,5.58亿,49.62亿,43.70
600072,中船科技,15.15,10.02,1.38,0.00,11.32,3.55,12.35,18.14亿,10.83亿,164.13亿,亏损
002449,国星光电,11.65,10.01,1.06,0.00,15.80,2.31,3.02,11.35亿,6.16亿,71.82亿,81.01
000880,潍柴重机,14.40,10.01,1.31,0.00,7.00,0.66,2.52,1.62亿,1.62亿,23.35亿,24.77
600793,宜宾纸业,28.16,10.00,2.56,0.00,6.45,0.39,7.66,3.14亿,1.77亿,49.82亿,亏损
603353,和顺石油,16.72,10.00,1.52,0.00,4.75,1.25,9.80,1.33亿,1.70亿,28.49亿,50.41
603887,城地香江,19.36,10.00,1.76,0.00,31.12,1.84,13.07,34.54亿,5.95亿,115.25亿,亏损
002667,威领股份,12.21,10.00,1.11,0.00,15.58,1.04,10.90,4.42亿,2.36亿,28.83亿,亏损
002779,中坚科技,73.07,10.00,6.64,0.00,16.02,2.26,9.89,13.67亿,1.18亿,86.54亿,181.34
002856,美芝股份,12.66,9.99,1.15,0.00,16.17,3.34,13.55,2.40亿,1.21亿,15.33亿,亏损
002730,电光科技,9.80,9.99,0.89,0.00,3.54,1.24,2.25,1.19亿,3.46亿,33.91亿,39.61
603207,小方制药,29.63,9.98,2.69,0.00,26.46,2.27,11.77,3.03亿,3919.78万,11.61亿,21.99
603777,来伊份,13.55,9.98,1.23,0.00,11.57,3.17,8.52,5.12亿,3.35亿,45.45亿,亏损
600579,克劳斯,12.01,9.98,1.09,0.00,23.73,2.82,19.96,12.98亿,4.95亿,59.41亿,亏损
002369,卓翼科技,9.59,9.98,0.87,0.00,34.85,1.04,14.79,18.44亿,5.66亿,54.25亿,亏损
600172,黄河旋风,4.74,9.98,0.43,0.00,16.77,1.96,9.05,9.86亿,12.76亿,60.49亿,亏损
002137,实益达,9.26,9.98,0.84,0.00,44.08,4.61,6.89,16.13亿,3.96亿,36.71亿,148.70
002307,北新路桥,4.30,9.97,0.39,0.00,8.31,4.37,4.60,3.88亿,10.91亿,46.91亿,814.69
600965,福成股份,5.30,9.96,0.48,0.00,6.55,5.06,11.62,2.76亿,8.19亿,43.39亿,112.46
001258,立新能源,7.52,9.94,0.68,0.00,6.67,4.62,7.89,2.34亿,4.69亿,35.25亿,40.63
601908,京运通,3.44,9.90,0.31,0.00,7.09,4.65,10.54,5.83亿,24.15亿,83.06亿,亏损
600725,云维股份,4.11,9.89,0.37,0.00,0.14,0.04,--,712.87万,12.32亿,50.65亿,亏损
002046,国机精工,15.40,9.53,1.34,0.00,11.85,3.35,10.46,9.19亿,5.26亿,80.98亿,29.87
301061,匠心家居,62.01,9.17,5.21,0.00,6.21,3.33,13.15,1.59亿,4257.06万,26.40亿,18.07
601686,友发集团,6.16,8.83,0.50,0.00,2.37,7.81,10.60,2.06亿,14.32亿,88.23亿,65.87
002879,长缆科技,16.04,8.30,1.23,-0.06,9.62,5.76,11.75,2.09亿,1.38亿,22.12亿,41.77
300333,兆日科技,20.30,8.27,1.55,0.00,34.68,1.05,12.53,22.97亿,3.35亿,67.96亿,亏损
300913,兆龙互连,55.96,8.24,4.26,-0.05,16.91,1.17,15.26,20.32亿,2.12亿,118.78亿,121.24
835174,五新隧装,33.92,7.24,2.29,0.00,8.01,1.30,12.87,2.35亿,8670.51万,29.41亿,24.37
300921,南凌科技,33.98,7.19,2.28,0.00,40.39,1.44,20.41,10.66亿,7941.71万,26.99亿,583.52
003036,泰坦股份,12.51,7.11,0.83,0.00,7.76,1.91,10.79,2.08亿,2.16亿,27.02亿,25.05
688141,杰华特,29.45,7.01,1.93,0.00,14.56,2.38,8.50,11.25亿,2.64亿,77.73亿,亏损
600026,中远海能,12.09,6.80,0.77,0.00,1.91,2.29,7.86,7.83亿,34.75亿,420.10亿,12.67
832522,纳科诺尔,53.20,6.72,3.35,0.00,7.62,1.57,9.99,3.69亿,9162.63万,48.75亿,29.68
301004,嘉益股份,119.11,6.55,7.32,0.00,1.24,1.57,8.77,1.36亿,9567.65万,113.96亿,17.48
831010,凯添燃气,8.60,6.30,0.51,0.00,10.47,1.90,10.88,1.58亿,1.74亿,14.94亿,39.52
873152,天宏锂电,18.16,6.20,1.06,0.00,13.52,1.68,9.65,1.35亿,5609.45万,10.19亿,359.27
002851,麦格米特,59.60,6.11,3.43,0.34,18.69,2.44,6.76,51.07亿,4.57亿,272.53亿,59.41
688028,沃尔德,24.00,6.10,1.38,0.04,7.20,3.08,12.11,2.48亿,1.43亿,34.37亿,35.76
601985,中国核电,10.33,5.95,0.58,0.00,1.67,2.50,6.77,32.06亿,188.83亿,1950.64亿,16.38
002290,禾盛新材,18.05,5.80,0.99,-0.22,6.47,3.87,10.55,2.91亿,2.47亿,44.63亿,39.14
000635,英 力 特,9.38,5.75,0.51,0.00,9.77,1.87,11.84,2.66亿,3.03亿,28.43亿,亏损
300105,龙源技术,8.29,5.74,0.45,0.00,13.84,2.17,11.48,5.77亿,5.13亿,42.55亿,137.56
301019,宁波色母,17.68,5.68,0.95,0.23,6.61,1.86,8.55,1.27亿,1.11亿,19.64亿,31.08
300527,中船应急,8.99,5.64,0.48,0.22,6.00,2.89,11.63,5.10亿,9.63亿,86.60亿,1287.37
688662,富信科技,37.49,5.55,1.97,-0.03,8.43,4.75,14.44,2.87亿,8824.00万,33.08亿,74.53
002945,华林证券,17.32,5.54,0.91,0.00,3.94,1.66,10.05,18.72亿,27.00亿,467.64亿,116.09
300876,蒙泰高新,26.59,5.52,1.39,0.11,7.53,0.92,9.32,1.35亿,6838.72万,18.18亿,亏损
301209,联合化学,28.90,5.44,1.49,0.00,15.84,3.02,8.57,1.10亿,2450.00万,7.08亿,39.34
605580,恒盛能源,10.89,5.42,0.56,0.00,4.13,3.08,7.74,1.24亿,2.80亿,30.49亿,20.66
920106,林泰新材,59.14,5.36,3.01,0.00,30.76,0.75,8.87,2.13亿,1210.57万,7.16亿,41.09
002068,黑猫股份,10.08,5.33,0.51,0.00,9.44,1.77,10.03,7.07亿,7.35亿,74.05亿,亏损
603379,三美股份,37.75,5.30,1.90,0.00,2.14,2.23,5.83,4.88亿,6.10亿,230.46亿,30.82
835892,中科美菱,15.92,5.29,0.80,0.00,25.78,1.22,12.43,1.12亿,2789.82万,4.44亿,97.96
605100,华丰股份,14.57,5.28,0.73,0.00,8.07,4.63,9.97,2.01亿,1.70亿,24.76亿,35.64
603214,爱婴室,24.79,5.26,1.24,0.77,16.02,1.05,11.80,5.36亿,1.39亿,34.34亿,53.79
301110,青木科技,67.45,5.23,3.35,-0.07,34.83,2.97,15.07,10.84亿,4854.03万,32.74亿,64.81
688571,杭华股份,7.69,5.20,0.38,-0.65,6.95,5.93,12.72,2.26亿,4.20亿,32.31亿,23.93
600710,苏美达,9.97,5.17,0.49,0.00,3.52,2.65,8.76,4.52亿,13.07亿,130.28亿,9.76
301211,亨迪药业,20.85,5.14,1.02,0.00,18.30,4.17,17.20,2.79亿,7200.00万,15.01亿,60.32
600963,岳阳林纸,5.33,5.13,0.26,0.00,4.56,3.77,10.26,4.30亿,17.58亿,93.68亿,亏损
301600,慧翰股份,174.99,5.10,8.49,0.81,20.23,0.96,7.93,5.92亿,1755.00万,30.71亿,68.26
603959,ST百利,3.33,5.05,0.16,0.00,8.31,2.25,1.58,1.35亿,4.90亿,16.33亿,亏损
300992,泰福泵业,27.30,5.04,1.31,0.00,7.79,1.35,9.27,1.56亿,7499.64万,20.47亿,97.64
603007,*ST花王,14.88,4.94,0.70,-0.07,3.90,2.54,4.51,2.34亿,4.07亿,60.54亿,亏损
300474,景嘉微,104.38,4.94,4.91,0.00,15.26,2.16,16.65,52.99亿,3.27亿,341.17亿,1713.69
603682,锦和商管,5.81,4.87,0.27,0.00,11.88,1.32,10.47,3.17亿,4.72亿,27.45亿,54.66
600160,巨化股份,24.00,4.76,1.09,0.00,1.73,1.80,5.11,11.13亿,27.00亿,647.94亿,38.64
000788,北大医药,7.12,4.71,0.32,0.00,13.01,2.27,15.88,5.40亿,5.96亿,42.43亿,24.41
300316,晶盛机电,34.07,4.61,1.50,-0.06,2.57,3.29,7.09,10.70亿,12.32亿,419.59亿,11.30
600693,东百集团,4.55,4.60,0.20,0.00,9.81,0.94,11.95,3.79亿,8.69亿,39.54亿,34.74
002444,巨星科技,30.00,4.53,1.30,0.10,3.52,3.97,4.81,12.20亿,11.43亿,342.89亿,13.89
688068,热景生物,61.12,4.37,2.56,0.00,4.72,1.34,12.48,2.62亿,9247.47万,56.52亿,亏损
301345,涛涛车业,64.69,4.34,2.69,0.02,6.73,2.79,6.40,1.28亿,2980.00万,19.28亿,17.67
300308,中际旭创,132.59,4.32,5.49,0.00,4.68,1.66,5.88,69.01亿,11.16亿,1479.33亿,29.71
688041,海光信息,136.70,4.30,5.64,-0.07,5.61,2.29,7.97,68.72亿,8.87亿,1211.92亿,156.19
000886,海南高速,8.02,4.29,0.33,0.00,11.18,2.31,11.18,8.66亿,9.78亿,78.42亿,148.74
300757,罗博特科,197.26,4.27,8.07,0.00,5.27,1.07,7.33,15.60亿,1.48亿,292.28亿,322.24
002455,百川股份,8.44,4.20,0.34,0.12,9.08,2.83,9.51,3.80亿,5.08亿,42.84亿,36.62
605020,永和股份,19.88,4.19,0.80,0.00,2.80,1.97,5.45,2.07亿,3.78亿,75.22亿,38.59
300442,润泽科技,59.58,4.16,2.38,0.05,15.69,1.26,10.89,55.72亿,6.14亿,365.95亿,50.82
300959,线上线下,43.38,4.13,1.72,0.00,21.21,2.39,17.26,4.68亿,5227.52万,22.68亿,208.43
000519,中兵红箭,15.72,4.11,0.62,0.06,4.78,3.65,4.90,10.40亿,13.93亿,218.91亿,亏损
600088,中视传媒,20.95,4.07,0.82,-0.14,9.48,0.96,13.06,7.74亿,3.98亿,83.32亿,56.48
603518,锦泓集团,9.81,4.03,0.38,0.10,22.55,3.08,8.16,7.94亿,3.44亿,33.75亿,15.79
832662,方盛股份,20.45,4.02,0.79,0.00,22.48,1.50,10.83,1.16亿,2458.07万,5.03亿,54.59
688298,东方生物,30.29,4.02,1.17,0.00,3.81,3.38,8.89,2.37亿,2.02亿,61.06亿,亏损
600333,长春燃气,5.70,4.01,0.22,0.00,5.07,1.56,6.93,1.75亿,6.09亿,34.71亿,亏损
000338,潍柴动力,13.78,4.00,0.53,0.22,4.28,3.96,5.81,29.35亿,49.69亿,684.75亿,10.74
000906,浙商中拓,7.02,4.00,0.27,0.00,4.34,1.96,6.67,2.11亿,7.02亿,49.28亿,8.92
603629,利通电子,20.81,4.00,0.80,-0.05,15.86,2.41,10.79,8.46亿,2.55亿,53.02亿,76.98
600679,上海凤凰,19.55,3.99,0.75,-0.26,25.83,1.27,19.36,16.36亿,3.38亿,66.12亿,150.62
002335,科华数据,28.03,3.97,1.07,-0.04,16.28,3.03,6.31,18.88亿,4.01亿,112.35亿,40.76
002226,江南化工,5.59,3.90,0.21,-0.18,2.38,3.29,5.02,3.53亿,26.49亿,148.07亿,14.81
300483,首华燃气,9.88,3.89,0.37,0.10,4.95,2.15,7.15,1.25亿,2.59亿,25.61亿,亏损
002272,川润股份,10.74,3.87,0.40,0.09,27.78,1.93,8.41,11.38亿,3.80亿,40.77亿,亏损
688676,金盘科技,38.30,3.85,1.42,-0.23,10.32,2.34,11.14,18.50亿,4.57亿,175.20亿,32.54
603126,中材节能,7.58,3.84,0.28,0.00,16.85,2.67,16.85,7.42亿,6.11亿,46.28亿,128.92
600938,中国海油,28.45,3.83,1.05,0.04,2.88,2.06,3.32,23.13亿,28.42亿,808.51亿,8.69
001211,双枪科技,21.80,3.81,0.80,-0.32,16.15,3.22,8.62,2.44亿,6699.66万,14.61亿,83.17
601798,蓝科高新,7.25,3.72,0.26,-0.14,15.10,2.45,17.02,3.85亿,3.55亿,25.70亿,亏损
300425,中建环能,6.45,3.70,0.23,0.00,14.65,1.28,7.88,6.21亿,6.79亿,43.78亿,140.96
002080,中材科技,13.56,3.67,0.48,-0.07,2.53,1.78,5.20,5.73亿,16.78亿,227.55亿,28.05
001239,永达股份,16.97,3.67,0.60,-0.12,10.71,1.52,9.96,2.03亿,1.14亿,19.35亿,67.64
600000,浦发银行,9.93,3.65,0.35,-0.10,0.40,2.81,5.01,11.56亿,293.52亿,2914.67亿,6.21
300255,常山药业,20.49,3.64,0.72,0.00,4.28,1.73,9.26,7.92亿,9.16亿,187.67亿,1937.38
002616,长青集团,5.48,3.59,0.19,-0.18,16.15,5.67,13.23,4.12亿,4.70亿,25.77亿,24.79
002582,好想你,8.10,3.58,0.28,0.00,23.55,3.29,9.85,6.63亿,3.44亿,27.87亿,亏损
002302,西部建设,7.25,3.57,0.25,0.00,3.58,2.42,7.00,3.27亿,12.62亿,91.52亿,708.44
002221,东华能源,9.62,3.55,0.33,-0.10,1.29,2.02,4.41,1.79亿,14.61亿,140.54亿,86.63
300374,中铁装配,19.26,3.55,0.66,-0.10,13.26,1.44,9.57,5.14亿,2.03亿,39.18亿,亏损
301522,上大股份,40.43,3.53,1.38,0.05,12.45,2.13,5.10,3.60亿,7065.05万,28.56亿,90.41
600778,友好集团,7.48,3.46,0.25,0.00,17.47,1.08,11.62,3.89亿,3.11亿,23.28亿,156.16
603003,*ST龙宇,5.14,3.42,0.17,0.78,5.08,1.96,7.24,9660.86万,3.76亿,19.34亿,亏损
002728,特一药业,9.40,3.41,0.31,-0.11,9.98,1.94,8.58,3.53亿,3.75亿,35.22亿,599.20
301165,锐捷网络,75.10,3.40,2.47,-0.40,36.14,1.86,14.97,19.46亿,6818.18万,51.20亿,77.73
300233,金城医药,13.12,3.39,0.43,0.08,5.14,2.92,7.57,2.50亿,3.70亿,48.53亿,25.01
301213,观想科技,47.39,3.38,1.55,0.04,11.75,1.29,6.96,2.84亿,5171.10万,24.51亿,516.30
300473,德尔股份,24.38,3.35,0.79,0.00,8.17,1.84,5.26,3.00亿,1.50亿,36.56亿,114.33
000421,南京公用,6.49,3.34,0.21,0.00,6.27,1.42,4.62,2.32亿,5.74亿,37.27亿,亏损
002827,高争民爆,32.84,3.33,1.06,0.00,6.35,2.41,8.21,5.84亿,2.76亿,90.64亿,61.31
002277,友阿股份,7.45,3.33,0.24,0.00,34.77,36.39,9.99,36.73亿,13.94亿,103.87亿,68.11
301137,哈焊华通,19.32,3.32,0.62,0.05,7.51,2.90,7.70,1.48亿,1.02亿,19.65亿,155.39
300847,中船汉光,18.73,3.31,0.60,0.11,6.69,2.69,11.58,3.72亿,2.96亿,55.44亿,43.72
000951,中国重汽,17.19,3.31,0.55,0.00,1.83,1.85,5.59,3.72亿,11.75亿,201.96亿,16.22
601899,紫金矿业,15.51,3.26,0.49,0.00,0.92,1.70,3.33,29.04亿,205.57亿,3188.40亿,12.69
002082,万邦德,7.28,3.26,0.23,0.00,4.27,1.35,8.94,1.97亿,6.17亿,44.89亿,73.67
300061,旗天科技,16.21,3.25,0.51,0.00,13.39,2.15,9.04,14.01亿,6.21亿,100.59亿,亏损
003816,中国广核,4.14,3.24,0.13,-0.24,0.73,1.71,5.24,11.85亿,393.35亿,1628.47亿,15.71
600968,海油发展,4.16,3.23,0.13,0.24,0.74,1.78,4.22,3.11亿,101.65亿,422.87亿,11.80
688567,孚能科技,11.54,3.22,0.36,-0.35,2.03,3.25,5.81,2.93亿,12.22亿,141.03亿,亏损
601077,渝农商行,5.86,3.17,0.18,0.17,1.72,1.47,3.87,8.86亿,88.38亿,517.89亿,4.84
601658,邮储银行,5.59,3.14,0.17,0.00,0.34,1.57,4.06,12.83亿,671.22亿,3752.14亿,5.48
603565,中谷物流,10.23,3.12,0.31,0.10,0.87,0.96,4.64,1.87亿,21.00亿,214.84亿,14.53
301021,英诺激光,29.54,3.11,0.89,0.03,7.40,2.04,10.37,3.31亿,1.51亿,44.75亿,3897.32
600019,宝钢股份,6.99,3.10,0.21,-0.14,0.60,1.51,3.54,9.12亿,218.58亿,1527.87亿,19.59
872808,曙光数创,63.89,3.05,1.89,0.00,4.07,1.34,9.23,5.17亿,1.95亿,124.34亿,亏损
600027,华电国际,5.76,3.04,0.17,0.00,1.51,2.00,4.47,7.36亿,85.10亿,490.19亿,8.57
601288,农业银行,5.19,2.98,0.15,0.00,0.22,1.38,3.17,35.85亿,3192.44亿,16568.78亿,6.36
000680,山推股份,9.76,2.95,0.28,0.00,2.36,1.37,7.49,3.02亿,13.08亿,127.66亿,16.29
688603,天承科技,132.00,2.95,3.78,-0.38,4.08,1.30,8.55,1.15亿,2106.46万,27.81亿,100.68
300671,富满微,44.55,2.93,1.27,0.02,10.82,0.98,6.93,10.49亿,2.17亿,96.66亿,亏损
603699,纽威股份,22.25,2.91,0.63,0.00,0.91,1.71,5.04,1.53亿,7.55亿,167.92亿,15.34
002122,汇洲智能,5.67,2.90,0.16,0.00,35.16,1.96,16.15,40.56亿,19.88亿,112.70亿,123.85
600864,哈投股份,7.45,2.90,0.21,0.00,5.09,1.86,7.32,7.74亿,20.81亿,155.00亿,43.71
300154,瑞凌股份,10.68,2.89,0.30,0.00,13.08,1.66,10.69,4.39亿,3.15亿,33.67亿,25.17
600685,中船防务,24.95,2.89,0.70,0.08,2.40,1.97,6.06,4.86亿,8.21亿,204.95亿,141.25
601857,中国石油,8.58,2.88,0.24,0.00,0.14,1.52,3.00,19.10亿,1619.22亿,13892.91亿,8.89
300153,科泰电源,12.60,2.86,0.35,1.78,27.46,1.46,12.49,10.89亿,3.18亿,40.11亿,120.79
000651,格力电器,44.49,2.84,1.23,0.00,1.26,2.01,3.21,30.69亿,55.15亿,2453.82亿,8.51
605118,力鼎光电,18.13,2.84,0.50,-0.11,3.09,2.80,5.56,2.25亿,4.07亿,73.81亿,47.84
001965,招商公路,13.43,2.83,0.37,0.00,0.35,1.04,4.21,3.21亿,68.20亿,915.97亿,16.51
600312,平高电气,19.61,2.83,0.54,0.00,2.43,1.55,5.45,6.50亿,13.57亿,266.09亿,23.29
300561,汇金科技,52.59,2.81,1.44,0.02,27.64,0.88,7.68,26.20亿,1.80亿,94.84亿,亏损
300441,鲍斯股份,9.98,2.78,0.27,0.00,10.95,1.94,9.78,6.91亿,6.27亿,62.57亿,6.86
600398,海澜之家,6.67,2.77,0.18,0.00,1.92,1.49,5.70,6.13亿,48.03亿,320.34亿,12.59
688408,中信博,72.24,2.77,1.95,-0.52,1.72,1.46,6.17,2.53亿,2.02亿,146.20亿,27.71
603489,八方股份,27.63,2.75,0.74,0.00,3.57,1.66,7.92,2.26亿,2.35亿,64.93亿,95.01
301089,拓新药业,31.60,2.73,0.84,0.03,6.79,2.66,8.88,1.94亿,9097.55万,28.75亿,亏损
300323,华灿光电,7.96,2.71,0.21,-0.25,23.78,6.86,11.36,17.11亿,8.79亿,69.98亿,亏损
000921,海信家电,30.15,2.66,0.78,-0.03,1.38,1.34,4.36,3.78亿,9.12亿,274.92亿,11.22
600323,瀚蓝环境,23.25,2.65,0.60,-0.13,0.84,1.50,2.38,1.58亿,8.15亿,189.57亿,10.26
600642,申能股份,9.31,2.65,0.24,0.00,0.96,1.58,5.18,4.41亿,48.79亿,454.24亿,10.42
000581,威孚高科,18.72,2.63,0.48,0.00,4.42,5.70,5.32,6.87亿,8.24亿,154.22亿,10.96
600023,浙能电力,5.87,2.62,0.15,0.00,0.57,1.16,3.50,4.45亿,134.09亿,787.09亿,8.81
601398,工商银行,6.70,2.60,0.17,-0.15,0.18,1.30,3.52,32.54亿,2696.12亿,18064.02亿,6.66
300972,万辰集团,75.71,2.57,1.90,-0.36,1.64,1.05,7.67,1.96亿,1.56亿,117.92亿,121.58
300595,欧普康视,19.16,2.57,0.48,0.00,4.39,4.29,7.71,5.76亿,6.68亿,128.08亿,24.66
002042,华孚时尚,5.20,2.56,0.13,0.00,6.55,1.20,9.66,5.76亿,17.01亿,88.44亿,138.83
300777,中简科技,28.63,2.54,0.71,-0.04,4.14,2.02,4.76,5.00亿,4.24亿,121.32亿,40.84
600028,中国石化,6.54,2.51,0.16,0.00,0.27,1.78,2.67,16.60亿,948.42亿,6202.66亿,13.48
600096,云天化,22.55,2.50,0.55,0.00,2.20,1.58,3.64,9.12亿,18.34亿,413.64亿,7.01
002595,豪迈科技,46.88,2.49,1.14,0.04,0.65,1.49,3.43,2.39亿,7.95亿,372.59亿,19.85
601117,中国化学,8.29,2.47,0.20,-0.12,1.39,2.05,3.71,7.02亿,60.70亿,503.17亿,9.90
002142,宁波银行,24.08,2.47,0.58,-0.08,0.67,1.60,3.66,10.52亿,65.24亿,1570.88亿,5.76
000157,中联重科,7.08,2.46,0.17,0.00,1.20,2.06,3.04,5.94亿,70.71亿,500.59亿,14.68
603236,移远通信,64.90,2.41,1.53,0.00,10.58,1.01,6.17,18.18亿,2.62亿,169.82亿,35.71
601328,交通银行,7.68,2.40,0.18,0.00,0.48,1.09,2.93,14.45亿,392.51亿,3014.47亿,6.23
600363,联创光电,47.79,2.40,1.12,0.06,3.86,1.15,5.53,8.40亿,4.55亿,217.55亿,48.64
600483,福能股份,10.25,2.40,0.24,-0.10,1.11,1.43,3.70,3.16亿,27.80亿,284.96亿,12.05
601033,永兴股份,15.04,2.38,0.35,0.00,11.54,2.94,3.00,2.58亿,1.50亿,22.56亿,15.66
603227,雪峰科技,9.03,2.38,0.21,0.00,2.04,1.20,5.56,1.80亿,9.74亿,87.96亿,12.06
300396,迪瑞医疗,17.90,2.29,0.40,0.06,7.20,1.91,7.09,3.48亿,2.72亿,48.77亿,19.01
600789,鲁抗医药,9.62,2.23,0.21,0.10,24.38,4.74,10.95,21.26亿,8.99亿,86.45亿,18.68
301538,骏鼎达,84.68,2.22,1.84,0.00,15.55,2.57,5.71,1.85亿,1400.00万,11.86亿,30.80
600941,中国移动,113.85,2.20,2.45,0.03,1.40,0.73,2.76,12.10亿,7.59亿,863.69亿,16.55
002648,卫星化学,17.76,2.19,0.38,0.00,0.86,2.24,4.37,5.20亿,33.66亿,597.89亿,12.15
601128,常熟银行,7.50,2.18,0.16,0.13,1.55,1.41,3.27,3.51亿,30.15亿,226.12亿,5.70
300945,曼卡龙,12.29,2.16,0.26,-0.08,11.89,1.78,11.89,3.53亿,2.38亿,29.28亿,31.32
600012,皖通高速,16.10,2.16,0.34,0.00,0.73,0.98,4.57,1.37亿,11.66亿,187.66亿,16.40
000543,皖能电力,8.16,2.13,0.17,0.12,1.66,0.96,3.38,3.06亿,22.67亿,184.98亿,8.77
605305,中际联合,27.91,2.12,0.58,0.00,2.24,1.80,4.72,1.33亿,2.13亿,59.31亿,18.67
300383,光环新网,13.56,2.11,0.28,0.00,10.65,1.16,5.42,26.00亿,17.94亿,243.23亿,50.63
002847,盐津铺子,61.08,2.11,1.26,-0.08,3.84,3.14,7.61,5.74亿,2.45亿,149.48亿,25.35
600486,扬农化工,54.91,2.08,1.12,0.00,1.01,1.85,4.11,2.25亿,4.03亿,221.22亿,16.33
600678,四川金顶,7.44,2.06,0.15,0.14,11.91,2.06,11.25,3.06亿,3.49亿,25.96亿,亏损
301045,天禄科技,24.35,2.05,0.49,0.21,8.80,1.99,5.53,1.47亿,6792.50万,16.54亿,100.90
688449,联芸科技,43.73,2.05,0.88,-0.02,24.86,1.92,7.33,7.17亿,6509.75万,28.47亿,206.15
600018,上港集团,5.99,2.04,0.12,0.00,0.17,1.15,2.56,2.31亿,232.15亿,1390.55亿,8.86
688002,睿创微纳,49.59,2.04,0.99,-0.08,2.75,2.07,4.90,6.16亿,4.48亿,222.40亿,34.51
601669,中国电建,5.53,2.03,0.11,-0.18,1.37,1.63,3.32,9.89亿,130.72亿,722.86亿,8.11
601111,中国国航,8.13,2.01,0.16,-0.12,0.68,0.87,4.14,6.44亿,116.38亿,946.18亿,78.13
688257,新锐股份,18.29,2.01,0.36,-0.06,5.41,1.80,5.41,1.33亿,1.33亿,24.28亿,18.41
603206,嘉环科技,17.88,2.00,0.35,0.17,19.20,3.29,6.96,3.00亿,8720.00万,15.59亿,54.33
833284,灵鸽科技,16.51,1.98,0.32,0.00,20.56,1.07,9.27,1.57亿,4539.79万,7.50亿,亏损
600764,中国海防,30.03,1.97,0.58,0.10,2.83,1.81,7.81,5.95亿,7.11亿,213.40亿,107.37
002430,杭氧股份,22.29,1.97,0.43,-0.13,1.31,1.41,5.81,2.87亿,9.65亿,215.04亿,24.36
600828,茂业商业,4.15,1.97,0.08,0.00,1.96,0.52,6.63,1.40亿,17.31亿,71.85亿,35.03
002203,海亮股份,10.91,1.96,0.21,0.09,0.69,1.20,2.80,1.44亿,19.30亿,210.56亿,18.61
600326,西藏天路,8.34,1.96,0.16,0.00,8.76,1.83,5.62,9.56亿,13.02亿,108.62亿,亏损
600057,厦门象屿,6.29,1.95,0.12,-0.16,1.44,1.23,2.75,1.97亿,21.92亿,137.88亿,11.84
000028,国药一致,30.50,1.94,0.58,0.00,1.47,2.44,2.94,2.13亿,4.78亿,145.81亿,11.95
300589,江龙船艇,13.23,1.93,0.25,0.08,5.24,1.58,7.01,1.59亿,2.32亿,30.64亿,154.72
601988,中国银行,5.36,1.90,0.10,-0.37,0.12,1.31,2.85,13.91亿,2107.66亿,11297.03亿,6.73
601665,齐鲁银行,5.37,1.90,0.10,0.19,0.77,1.35,3.04,2.01亿,48.35亿,259.64亿,5.66
